item_id,ground_truth,predicted,epoch_id
002018,5,9,test_epoch1
002019,3,6,test_epoch1
002020,9,6,test_epoch1
002021,9,9,test_epoch1
002022,8,8,test_epoch1
002023,5,3,test_epoch1
002024,5,6,test_epoch1
002025,6,8,test_epoch1
002026,4,2,test_epoch1
002027,5,2,test_epoch1
002028,9,2,test_epoch1
002029,7,7,test_epoch1
002030,3,6,test_epoch1
002031,4,4,test_epoch1
002032,1,1,test_epoch1
002033,4,4,test_epoch1
002034,2,2,test_epoch1
002035,3,4,test_epoch1
002036,6,6,test_epoch1
002037,5,3,test_epoch1
002038,5,6,test_epoch1
002039,2,4,test_epoch1
002040,8,8,test_epoch1
002041,0,0,test_epoch1
002042,0,0,test_epoch1
002043,1,1,test_epoch1
002044,8,8,test_epoch1
002045,3,3,test_epoch1
002046,1,1,test_epoch1
002047,3,3,test_epoch1
002048,5,5,test_epoch1
002049,8,8,test_epoch1
002050,3,4,test_epoch1
002051,8,8,test_epoch1
002052,5,5,test_epoch1
002053,8,8,test_epoch1
002054,6,6,test_epoch1
002055,3,5,test_epoch1
002056,5,5,test_epoch1
002057,5,5,test_epoch1
002058,5,3,test_epoch1
002059,0,8,test_epoch1
002060,9,8,test_epoch1
002061,5,5,test_epoch1
002062,5,7,test_epoch1
002063,7,7,test_epoch1
002064,1,1,test_epoch1
002065,8,8,test_epoch1
002066,2,2,test_epoch1
002067,2,7,test_epoch1
002068,7,0,test_epoch1
002069,3,6,test_epoch1
002070,4,4,test_epoch1
002071,2,2,test_epoch1
002072,9,9,test_epoch1
002073,6,2,test_epoch1
002074,2,2,test_epoch1
002075,2,2,test_epoch1
002076,4,4,test_epoch1
002077,3,3,test_epoch1
002078,0,8,test_epoch1
002079,2,6,test_epoch1
002080,0,2,test_epoch1
002081,1,1,test_epoch1
002082,3,6,test_epoch1
002083,2,2,test_epoch1
002084,2,8,test_epoch1
002085,7,7,test_epoch1
002086,0,0,test_epoch1
002087,1,1,test_epoch1
002088,0,2,test_epoch1
002089,7,7,test_epoch1
002090,7,7,test_epoch1
002091,2,2,test_epoch1
002092,0,9,test_epoch1
002093,1,9,test_epoch1
002094,6,6,test_epoch1
002095,5,5,test_epoch1
002096,0,7,test_epoch1
002097,2,9,test_epoch1
002098,2,2,test_epoch1
002099,0,8,test_epoch1
002100,1,1,test_epoch1
002101,2,4,test_epoch1
002102,6,6,test_epoch1
002103,0,0,test_epoch1
002104,1,1,test_epoch1
002105,6,6,test_epoch1
002106,6,6,test_epoch1
002107,5,5,test_epoch1
002108,3,3,test_epoch1
002109,4,7,test_epoch1
002110,0,0,test_epoch1
002111,0,2,test_epoch1
002112,9,1,test_epoch1
002113,1,1,test_epoch1
002114,0,0,test_epoch1
002115,2,7,test_epoch1
002116,5,4,test_epoch1
002117,9,9,test_epoch1
002118,7,9,test_epoch1
002119,8,8,test_epoch1
002120,6,6,test_epoch1
002121,4,8,test_epoch1
002122,6,6,test_epoch1
002123,0,0,test_epoch1
002124,2,6,test_epoch1
002125,0,0,test_epoch1
002126,1,9,test_epoch1
002127,9,1,test_epoch1
002128,2,4,test_epoch1
002129,4,6,test_epoch1
002130,9,9,test_epoch1
002131,0,2,test_epoch1
002132,7,7,test_epoch1
002133,2,2,test_epoch1
002134,3,3,test_epoch1
002135,4,3,test_epoch1
002136,8,8,test_epoch1
002137,0,9,test_epoch1
002138,2,4,test_epoch1
002139,6,6,test_epoch1
002140,8,8,test_epoch1
002141,9,9,test_epoch1
002142,7,4,test_epoch1
002143,1,9,test_epoch1
002144,9,9,test_epoch1
002145,3,2,test_epoch1
002146,7,4,test_epoch1
002147,2,2,test_epoch1
002148,7,7,test_epoch1
002149,9,9,test_epoch1
002150,6,6,test_epoch1
002151,9,9,test_epoch1
002152,5,2,test_epoch1
002153,7,7,test_epoch1
002154,8,8,test_epoch1
002155,5,9,test_epoch1
002156,9,8,test_epoch1
002157,8,8,test_epoch1
002158,3,3,test_epoch1
002159,9,9,test_epoch1
002160,8,8,test_epoch1
002161,0,8,test_epoch1
002162,5,2,test_epoch1
002163,5,8,test_epoch1
002164,7,6,test_epoch1
002165,1,1,test_epoch1
002166,2,4,test_epoch1
002167,0,2,test_epoch1
002168,7,7,test_epoch1
002169,5,2,test_epoch1
002170,8,8,test_epoch1
002171,2,2,test_epoch1
002172,2,2,test_epoch1
002173,5,2,test_epoch1
002174,3,8,test_epoch1
002175,9,9,test_epoch1
002176,3,7,test_epoch1
002177,1,1,test_epoch1
002178,9,9,test_epoch1
002179,3,9,test_epoch1
002180,1,1,test_epoch1
002181,4,4,test_epoch1
002182,3,2,test_epoch1
002183,4,2,test_epoch1
002184,4,2,test_epoch1
002185,9,9,test_epoch1
002186,0,1,test_epoch1
002187,9,5,test_epoch1
002188,5,3,test_epoch1
002189,9,9,test_epoch1
002190,2,2,test_epoch1
002191,9,9,test_epoch1
002192,4,7,test_epoch1
002193,0,2,test_epoch1
002194,2,0,test_epoch1
002195,8,8,test_epoch1
002196,4,7,test_epoch1
002197,8,8,test_epoch1
002198,6,6,test_epoch1
002199,8,1,test_epoch1
002200,2,2,test_epoch1
002201,0,0,test_epoch1
002202,5,5,test_epoch1
002203,9,9,test_epoch1
002204,6,6,test_epoch1
002205,9,9,test_epoch1
002206,5,3,test_epoch1
002207,1,9,test_epoch1
002208,3,2,test_epoch1
002209,4,4,test_epoch1
002210,4,0,test_epoch1
002211,2,0,test_epoch1
002212,7,7,test_epoch1
002213,2,2,test_epoch1
002214,4,6,test_epoch1
002215,4,4,test_epoch1
002216,0,0,test_epoch1
002217,2,5,test_epoch1
002218,8,8,test_epoch1
002219,4,4,test_epoch1
002220,5,2,test_epoch1
002221,1,1,test_epoch1
002222,2,2,test_epoch1
002223,6,4,test_epoch1
002224,8,8,test_epoch1
002225,1,1,test_epoch1
002226,7,7,test_epoch1
002227,2,6,test_epoch1
002228,8,8,test_epoch1
002229,7,7,test_epoch1
002230,4,4,test_epoch1
002231,3,5,test_epoch1
002232,3,5,test_epoch1
002233,0,3,test_epoch1
002234,3,2,test_epoch1
002235,7,7,test_epoch1
002236,2,2,test_epoch1
002237,5,2,test_epoch1
002238,6,3,test_epoch1
002239,1,1,test_epoch1
002240,7,7,test_epoch1
002241,9,9,test_epoch1
002242,0,0,test_epoch1
002243,2,6,test_epoch1
002244,3,2,test_epoch1
002245,9,9,test_epoch1
002246,8,8,test_epoch1
002247,9,6,test_epoch1
002248,5,4,test_epoch1
002249,0,6,test_epoch1
002250,0,0,test_epoch1
002251,7,9,test_epoch1
002252,6,5,test_epoch1
002253,3,3,test_epoch1
002254,3,2,test_epoch1
002255,8,8,test_epoch1
002256,1,8,test_epoch1
002257,4,4,test_epoch1
002258,0,2,test_epoch1
002259,1,1,test_epoch1
002260,5,5,test_epoch1
002261,4,7,test_epoch1
002262,3,6,test_epoch1
002263,2,0,test_epoch1
002264,6,6,test_epoch1
002265,0,1,test_epoch1
002266,8,8,test_epoch1
002267,8,8,test_epoch1
002268,6,6,test_epoch1
002269,3,6,test_epoch1
002270,3,6,test_epoch1
002271,2,4,test_epoch1
002272,9,8,test_epoch1
002273,7,7,test_epoch1
002274,5,4,test_epoch1
002275,1,1,test_epoch1
002276,6,6,test_epoch1
002277,0,1,test_epoch1
002278,5,5,test_epoch1
002279,9,9,test_epoch1
002280,9,9,test_epoch1
002281,4,2,test_epoch1
002282,5,5,test_epoch1
002283,9,9,test_epoch1
002284,4,5,test_epoch1
002285,8,0,test_epoch1
002286,3,5,test_epoch1
002287,3,6,test_epoch1
002288,2,2,test_epoch1
002289,5,4,test_epoch1
002290,1,1,test_epoch1
002291,9,9,test_epoch1
002292,5,7,test_epoch1
002293,5,3,test_epoch1
002294,8,6,test_epoch1
002295,1,0,test_epoch1
002296,8,8,test_epoch1
002297,9,9,test_epoch1
002298,7,7,test_epoch1
002299,0,0,test_epoch1
002300,6,3,test_epoch1
002301,3,4,test_epoch1
002302,2,2,test_epoch1
002303,0,0,test_epoch1
002304,2,2,test_epoch1
002305,6,6,test_epoch1
002306,9,2,test_epoch1
002307,3,3,test_epoch1
002308,9,7,test_epoch1
002309,1,1,test_epoch1
002310,6,6,test_epoch1
002311,6,4,test_epoch1
002312,7,7,test_epoch1
002313,2,6,test_epoch1
002314,6,4,test_epoch1
002315,3,5,test_epoch1
002316,2,2,test_epoch1
002317,5,2,test_epoch1
002318,5,5,test_epoch1
002319,2,2,test_epoch1
002320,7,7,test_epoch1
002321,5,2,test_epoch1
002322,2,3,test_epoch1
002323,0,0,test_epoch1
002324,8,1,test_epoch1
002325,0,2,test_epoch1
002326,7,4,test_epoch1
002327,7,7,test_epoch1
002328,1,0,test_epoch1
002329,7,7,test_epoch1
002330,4,6,test_epoch1
002331,0,0,test_epoch1
002332,2,7,test_epoch1
002333,2,2,test_epoch1
002334,6,6,test_epoch1
002335,1,9,test_epoch1
002336,5,5,test_epoch1
002337,9,9,test_epoch1
002338,7,7,test_epoch1
002339,6,6,test_epoch1
002340,2,2,test_epoch1
002341,7,7,test_epoch1
002342,0,8,test_epoch1
002343,5,3,test_epoch1
002344,6,6,test_epoch1
002345,0,0,test_epoch1
002346,1,1,test_epoch1
002347,1,1,test_epoch1
002348,8,8,test_epoch1
002349,4,3,test_epoch1
002350,5,5,test_epoch1
002351,3,0,test_epoch1
002352,1,1,test_epoch1
002353,2,2,test_epoch1
002354,4,4,test_epoch1
002355,8,8,test_epoch1
002356,9,9,test_epoch1
002357,8,2,test_epoch1
002358,1,1,test_epoch1
002359,7,7,test_epoch1
002360,2,4,test_epoch1
002361,7,5,test_epoch1
002362,2,2,test_epoch1
002363,3,2,test_epoch1
002364,2,4,test_epoch1
002365,6,6,test_epoch1
002366,7,7,test_epoch1
002367,9,1,test_epoch1
002368,4,4,test_epoch1
002369,0,0,test_epoch1
002370,1,1,test_epoch1
002371,0,0,test_epoch1
002372,4,8,test_epoch1
002373,5,5,test_epoch1
002374,0,0,test_epoch1
002375,8,1,test_epoch1
002376,0,0,test_epoch1
002377,7,0,test_epoch1
002378,6,4,test_epoch1
002379,1,1,test_epoch1
002380,0,8,test_epoch1
002381,8,8,test_epoch1
002382,5,3,test_epoch1
002383,9,9,test_epoch1
002384,2,2,test_epoch1
002385,5,7,test_epoch1
002386,4,7,test_epoch1
002387,4,7,test_epoch1
002388,9,9,test_epoch1
002389,0,0,test_epoch1
002390,6,6,test_epoch1
002391,1,1,test_epoch1
002392,2,4,test_epoch1
002393,5,2,test_epoch1
002394,1,1,test_epoch1
002395,6,4,test_epoch1
002396,7,4,test_epoch1
002397,1,7,test_epoch1
002398,5,3,test_epoch1
002399,8,8,test_epoch1
002400,8,8,test_epoch1
002401,0,0,test_epoch1
002402,3,8,test_epoch1
002403,9,9,test_epoch1
002404,4,4,test_epoch1
002405,0,7,test_epoch1
002406,3,6,test_epoch1
002407,4,4,test_epoch1
002408,9,9,test_epoch1
002409,2,2,test_epoch1
002410,4,2,test_epoch1
002411,3,3,test_epoch1
002412,0,0,test_epoch1
002413,6,6,test_epoch1
002414,4,6,test_epoch1
002415,5,6,test_epoch1
002416,6,6,test_epoch1
002417,6,1,test_epoch1
002418,7,7,test_epoch1
002419,8,8,test_epoch1
002420,4,4,test_epoch1
002421,8,0,test_epoch1
002422,8,1,test_epoch1
002423,3,4,test_epoch1
002424,2,6,test_epoch1
002425,8,8,test_epoch1
002426,0,1,test_epoch1
002427,2,2,test_epoch1
002428,5,3,test_epoch1
002429,6,6,test_epoch1
002430,8,8,test_epoch1
002431,7,7,test_epoch1
002432,8,8,test_epoch1
002433,9,0,test_epoch1
002434,9,1,test_epoch1
002435,0,0,test_epoch1
002436,6,2,test_epoch1
002437,6,6,test_epoch1
002438,8,8,test_epoch1
002439,1,0,test_epoch1
002440,1,1,test_epoch1
002441,7,7,test_epoch1
002442,4,6,test_epoch1
002443,4,6,test_epoch1
002444,2,2,test_epoch1
002445,3,3,test_epoch1
002446,6,6,test_epoch1
002447,9,9,test_epoch1
002448,6,0,test_epoch1
002449,2,2,test_epoch1
002450,4,4,test_epoch1
002451,1,1,test_epoch1
002452,8,8,test_epoch1
002453,2,4,test_epoch1
002454,3,4,test_epoch1
002455,1,8,test_epoch1
002456,6,5,test_epoch1
002457,8,8,test_epoch1
002458,6,6,test_epoch1
002459,8,8,test_epoch1
002460,5,5,test_epoch1
002461,9,9,test_epoch1
002462,0,2,test_epoch1
002463,1,1,test_epoch1
002464,0,0,test_epoch1
002465,2,6,test_epoch1
002466,9,9,test_epoch1
002467,2,0,test_epoch1
002468,9,9,test_epoch1
002469,0,0,test_epoch1
002470,9,9,test_epoch1
002471,7,7,test_epoch1
002472,8,8,test_epoch1
002473,5,2,test_epoch1
002474,0,0,test_epoch1
002475,6,6,test_epoch1
002476,6,6,test_epoch1
002477,8,8,test_epoch1
002478,1,1,test_epoch1
002479,6,6,test_epoch1
002480,5,7,test_epoch1
002481,8,8,test_epoch1
002482,7,2,test_epoch1
002483,9,9,test_epoch1
002484,2,2,test_epoch1
002485,1,1,test_epoch1
002486,6,6,test_epoch1
002487,7,4,test_epoch1
002488,5,7,test_epoch1
002489,6,6,test_epoch1
002490,3,2,test_epoch1
002491,0,0,test_epoch1
002492,9,8,test_epoch1
002493,8,8,test_epoch1
002494,9,1,test_epoch1
002495,5,7,test_epoch1
002496,9,8,test_epoch1
002497,9,9,test_epoch1
002498,9,8,test_epoch1
002499,3,5,test_epoch1
002500,6,2,test_epoch1
002501,4,6,test_epoch1
002502,4,2,test_epoch1
002503,8,8,test_epoch1
002504,8,8,test_epoch1
002505,1,1,test_epoch1
002506,7,9,test_epoch1
002507,3,2,test_epoch1
002508,0,0,test_epoch1
002509,6,6,test_epoch1
002510,2,1,test_epoch1
002511,4,7,test_epoch1
002512,8,1,test_epoch1
002513,2,2,test_epoch1
002514,2,2,test_epoch1
002515,9,9,test_epoch1
002516,2,3,test_epoch1
002517,2,3,test_epoch1
002518,9,9,test_epoch1
002519,7,7,test_epoch1
002520,4,4,test_epoch1
002521,1,1,test_epoch1
002522,9,7,test_epoch1
002523,1,1,test_epoch1
002524,4,3,test_epoch1
002525,3,3,test_epoch1
002526,5,1,test_epoch1
002527,3,2,test_epoch1
002528,8,8,test_epoch1
002529,9,1,test_epoch1
002530,3,3,test_epoch1
002531,6,2,test_epoch1
002532,2,2,test_epoch1
002533,0,1,test_epoch1
002534,8,3,test_epoch1
002535,9,9,test_epoch1
002536,0,6,test_epoch1
002537,5,5,test_epoch1
002538,1,1,test_epoch1
002539,5,2,test_epoch1
002540,8,9,test_epoch1
002541,2,6,test_epoch1
002542,1,1,test_epoch1
002543,2,8,test_epoch1
002544,3,5,test_epoch1
002545,2,2,test_epoch1
002546,4,2,test_epoch1
002547,8,8,test_epoch1
002548,4,6,test_epoch1
002549,0,0,test_epoch1
002550,6,6,test_epoch1
002551,4,6,test_epoch1
002552,2,6,test_epoch1
002553,9,9,test_epoch1
002554,8,8,test_epoch1
002555,4,4,test_epoch1
002556,7,7,test_epoch1
002557,6,6,test_epoch1
002558,2,3,test_epoch1
002559,4,6,test_epoch1
002560,7,7,test_epoch1
002561,7,7,test_epoch1
002562,6,6,test_epoch1
002563,4,4,test_epoch1
002564,2,2,test_epoch1
002565,2,2,test_epoch1
002566,3,5,test_epoch1
002567,2,2,test_epoch1
002568,4,3,test_epoch1
002569,9,4,test_epoch1
002570,0,0,test_epoch1
002571,0,2,test_epoch1
002572,9,9,test_epoch1
002573,6,6,test_epoch1
002574,5,4,test_epoch1
002575,8,8,test_epoch1
002576,5,2,test_epoch1
002577,2,2,test_epoch1
002578,4,3,test_epoch1
002579,8,8,test_epoch1
002580,8,0,test_epoch1
002581,6,3,test_epoch1
002582,4,6,test_epoch1
002583,5,2,test_epoch1
002584,7,7,test_epoch1
002585,6,6,test_epoch1
002586,3,2,test_epoch1
002587,7,2,test_epoch1
002588,0,0,test_epoch1
002589,4,4,test_epoch1
002590,0,8,test_epoch1
002591,5,9,test_epoch1
002592,8,8,test_epoch1
002593,2,5,test_epoch1
002594,8,8,test_epoch1
002595,0,0,test_epoch1
002596,4,4,test_epoch1
002597,9,2,test_epoch1
002598,2,2,test_epoch1
002599,3,2,test_epoch1
002600,6,3,test_epoch1
002601,8,8,test_epoch1
002602,1,1,test_epoch1
002603,6,6,test_epoch1
002604,0,0,test_epoch1
002605,8,8,test_epoch1
002606,4,7,test_epoch1
002607,3,3,test_epoch1
002608,1,1,test_epoch1
002609,4,4,test_epoch1
002610,5,6,test_epoch1
002611,2,2,test_epoch1
002612,4,6,test_epoch1
002613,3,5,test_epoch1
002614,6,6,test_epoch1
002615,0,0,test_epoch1
002616,7,7,test_epoch1
002617,1,1,test_epoch1
002618,3,6,test_epoch1
002619,5,6,test_epoch1
002620,7,7,test_epoch1
002621,1,1,test_epoch1
002622,8,8,test_epoch1
002623,0,2,test_epoch1
002624,4,4,test_epoch1
002625,8,1,test_epoch1
002626,2,2,test_epoch1
002627,7,7,test_epoch1
002628,7,7,test_epoch1
002629,0,0,test_epoch1
002630,2,6,test_epoch1
002631,2,6,test_epoch1
002632,4,4,test_epoch1
002633,3,3,test_epoch1
002634,3,7,test_epoch1
002635,1,9,test_epoch1
002636,6,6,test_epoch1
002637,1,1,test_epoch1
002638,6,6,test_epoch1
002639,4,4,test_epoch1
002640,6,6,test_epoch1
002641,7,7,test_epoch1
002642,4,4,test_epoch1
002643,7,6,test_epoch1
002644,3,4,test_epoch1
002645,8,9,test_epoch1
002646,1,1,test_epoch1
002647,3,5,test_epoch1
002648,1,1,test_epoch1
002649,4,4,test_epoch1
002650,6,6,test_epoch1
002651,5,9,test_epoch1
002652,5,0,test_epoch1
002653,7,7,test_epoch1
002654,4,2,test_epoch1
002655,5,2,test_epoch1
002656,4,4,test_epoch1
002657,9,9,test_epoch1
002658,7,7,test_epoch1
002659,7,1,test_epoch1
002660,2,2,test_epoch1
002661,3,5,test_epoch1
002662,3,3,test_epoch1
002663,6,2,test_epoch1
002664,7,7,test_epoch1
002665,4,4,test_epoch1
002666,1,1,test_epoch1
002667,6,6,test_epoch1
002668,1,1,test_epoch1
002669,0,2,test_epoch1
002670,6,6,test_epoch1
002671,9,9,test_epoch1
002672,6,6,test_epoch1
002673,0,0,test_epoch1
002674,2,6,test_epoch1
002675,0,0,test_epoch1
002676,2,4,test_epoch1
002677,4,6,test_epoch1
002678,7,7,test_epoch1
002679,0,0,test_epoch1
002680,0,0,test_epoch1
002681,0,0,test_epoch1
002682,0,0,test_epoch1
002683,7,4,test_epoch1
002684,5,5,test_epoch1
002685,3,3,test_epoch1
002686,2,4,test_epoch1
002687,7,7,test_epoch1
002688,8,8,test_epoch1
002689,5,3,test_epoch1
002690,5,2,test_epoch1
002691,2,6,test_epoch1
002692,2,2,test_epoch1
002693,8,8,test_epoch1
002694,9,9,test_epoch1
002695,1,1,test_epoch1
002696,2,6,test_epoch1
002697,2,2,test_epoch1
002698,0,9,test_epoch1
002699,3,3,test_epoch1
002700,4,4,test_epoch1
002701,9,1,test_epoch1
002702,1,0,test_epoch1
002703,6,6,test_epoch1
002704,9,0,test_epoch1
002705,0,8,test_epoch1
002706,8,0,test_epoch1
002707,3,5,test_epoch1
002708,6,6,test_epoch1
002709,4,4,test_epoch1
002710,6,0,test_epoch1
002711,7,7,test_epoch1
002712,5,5,test_epoch1
002713,1,8,test_epoch1
002714,8,8,test_epoch1
002715,9,9,test_epoch1
002716,0,0,test_epoch1
002717,5,3,test_epoch1
002718,0,2,test_epoch1
002719,5,2,test_epoch1
002720,4,2,test_epoch1
002721,3,6,test_epoch1
002722,8,8,test_epoch1
002723,5,4,test_epoch1
002724,2,2,test_epoch1
002725,0,0,test_epoch1
002726,8,8,test_epoch1
002727,5,5,test_epoch1
002728,9,9,test_epoch1
002729,2,2,test_epoch1
002730,5,2,test_epoch1
002731,6,6,test_epoch1
002732,5,7,test_epoch1
002733,7,7,test_epoch1
002734,3,7,test_epoch1
002735,7,7,test_epoch1
002736,2,2,test_epoch1
002737,8,1,test_epoch1
002738,8,1,test_epoch1
002739,4,4,test_epoch1
002740,2,2,test_epoch1
002741,1,1,test_epoch1
002742,6,6,test_epoch1
002743,2,2,test_epoch1
002744,9,9,test_epoch1
002745,9,9,test_epoch1
002746,8,8,test_epoch1
002747,2,7,test_epoch1
002748,3,8,test_epoch1
002749,1,1,test_epoch1
002750,0,0,test_epoch1
002751,5,7,test_epoch1
002752,2,2,test_epoch1
002753,3,7,test_epoch1
002754,7,7,test_epoch1
002755,9,1,test_epoch1
002756,5,7,test_epoch1
002757,9,9,test_epoch1
002758,1,1,test_epoch1
002759,1,1,test_epoch1
002760,3,3,test_epoch1
002761,2,2,test_epoch1
002762,7,7,test_epoch1
002763,4,2,test_epoch1
002764,4,4,test_epoch1
002765,1,1,test_epoch1
002766,9,9,test_epoch1
002767,4,4,test_epoch1
002768,5,2,test_epoch1
002769,5,2,test_epoch1
002770,2,1,test_epoch1
002771,7,2,test_epoch1
002772,7,9,test_epoch1
002773,6,4,test_epoch1
002774,1,1,test_epoch1
002775,2,2,test_epoch1
002776,3,7,test_epoch1
002777,7,7,test_epoch1
002778,5,5,test_epoch1
002779,4,4,test_epoch1
002780,3,7,test_epoch1
002781,7,7,test_epoch1
002782,7,2,test_epoch1
002783,0,1,test_epoch1
002784,0,0,test_epoch1
002785,1,9,test_epoch1
002786,4,4,test_epoch1
002787,4,4,test_epoch1
002788,3,3,test_epoch1
002789,7,6,test_epoch1
002790,9,1,test_epoch1
002791,8,8,test_epoch1
002792,7,7,test_epoch1
002793,0,0,test_epoch1
002794,9,9,test_epoch1
002795,0,9,test_epoch1
002796,3,3,test_epoch1
002797,7,7,test_epoch1
002798,6,2,test_epoch1
002799,3,5,test_epoch1
002800,8,8,test_epoch1
002801,4,4,test_epoch1
002802,5,3,test_epoch1
002803,6,6,test_epoch1
002804,5,5,test_epoch1
002805,3,6,test_epoch1
002806,4,2,test_epoch1
002807,2,0,test_epoch1
002808,9,9,test_epoch1
002809,2,2,test_epoch1
002810,4,4,test_epoch1
002811,9,7,test_epoch1
002812,2,2,test_epoch1
002813,0,0,test_epoch1
002814,1,1,test_epoch1
002815,1,9,test_epoch1
002816,3,1,test_epoch1
002817,7,7,test_epoch1
002818,9,9,test_epoch1
002819,5,4,test_epoch1
002820,1,1,test_epoch1
002821,6,6,test_epoch1
002822,0,7,test_epoch1
002823,3,5,test_epoch1
002824,3,2,test_epoch1
002825,7,7,test_epoch1
002826,2,2,test_epoch1
002827,4,4,test_epoch1
002828,5,5,test_epoch1
002829,2,2,test_epoch1
002830,3,6,test_epoch1
002831,6,6,test_epoch1
002832,3,1,test_epoch1
002833,3,3,test_epoch1
002834,0,0,test_epoch1
002835,4,4,test_epoch1
002836,4,3,test_epoch1
002837,3,7,test_epoch1
002838,8,8,test_epoch1
002839,1,0,test_epoch1
002840,2,2,test_epoch1
002841,3,2,test_epoch1
002842,2,7,test_epoch1
002843,7,4,test_epoch1
002844,1,9,test_epoch1
002845,4,3,test_epoch1
002846,5,2,test_epoch1
002847,6,6,test_epoch1
002848,8,0,test_epoch1
002849,6,6,test_epoch1
002850,6,6,test_epoch1
002851,5,5,test_epoch1
002852,4,6,test_epoch1
002853,2,2,test_epoch1
002854,9,9,test_epoch1
002855,9,7,test_epoch1
002856,3,5,test_epoch1
002857,2,2,test_epoch1
002858,0,0,test_epoch1
002859,4,7,test_epoch1
002860,1,9,test_epoch1
002861,5,5,test_epoch1
002862,5,3,test_epoch1
002863,6,6,test_epoch1
002864,6,6,test_epoch1
002865,5,5,test_epoch1
002866,6,6,test_epoch1
002867,9,9,test_epoch1
002868,7,4,test_epoch1
002869,9,8,test_epoch1
002870,4,0,test_epoch1
002871,8,8,test_epoch1
002872,3,3,test_epoch1
002873,1,4,test_epoch1
002874,9,9,test_epoch1
002875,8,1,test_epoch1
002876,1,1,test_epoch1
002877,9,1,test_epoch1
002878,0,8,test_epoch1
002879,3,5,test_epoch1
002880,0,8,test_epoch1
002881,4,4,test_epoch1
002882,7,3,test_epoch1
002883,7,7,test_epoch1
002884,2,2,test_epoch1
002885,6,6,test_epoch1
002886,5,5,test_epoch1
002887,6,6,test_epoch1
002888,9,1,test_epoch1
002889,7,7,test_epoch1
002890,7,5,test_epoch1
002891,5,7,test_epoch1
002892,7,7,test_epoch1
002893,0,7,test_epoch1
002894,8,8,test_epoch1
002895,6,6,test_epoch1
002896,7,5,test_epoch1
002897,8,8,test_epoch1
002898,3,3,test_epoch1
002899,8,6,test_epoch1
002900,9,2,test_epoch1
002901,3,5,test_epoch1
002902,2,2,test_epoch1
002903,9,9,test_epoch1
002904,2,2,test_epoch1
002905,7,7,test_epoch1
002906,4,2,test_epoch1
002907,1,1,test_epoch1
002908,9,9,test_epoch1
002909,7,4,test_epoch1
002910,0,0,test_epoch1
002911,8,0,test_epoch1
002912,1,1,test_epoch1
002913,2,2,test_epoch1
002914,0,0,test_epoch1
002915,6,7,test_epoch1
002916,5,5,test_epoch1
002917,1,1,test_epoch1
002918,4,4,test_epoch1
002919,2,2,test_epoch1
002920,8,8,test_epoch1
002921,2,2,test_epoch1
002922,8,8,test_epoch1
002923,3,3,test_epoch1
002924,3,7,test_epoch1
002925,1,1,test_epoch1
002926,4,7,test_epoch1
002927,9,9,test_epoch1
002928,8,8,test_epoch1
002929,1,1,test_epoch1
002930,1,1,test_epoch1
002931,7,4,test_epoch1
002932,9,1,test_epoch1
002933,9,9,test_epoch1
002934,4,2,test_epoch1
002935,6,6,test_epoch1
002936,8,8,test_epoch1
002937,5,5,test_epoch1
002938,3,3,test_epoch1
002939,2,2,test_epoch1
002940,2,2,test_epoch1
002941,3,1,test_epoch1
002942,8,2,test_epoch1
002943,5,5,test_epoch1
002944,1,1,test_epoch1
002945,9,9,test_epoch1
002946,7,7,test_epoch1
002947,9,9,test_epoch1
002948,1,1,test_epoch1
002949,5,3,test_epoch1
002950,3,4,test_epoch1
002951,1,1,test_epoch1
002952,0,0,test_epoch1
002953,3,3,test_epoch1
002954,8,8,test_epoch1
002955,9,1,test_epoch1
002956,2,2,test_epoch1
002957,0,0,test_epoch1
002958,8,2,test_epoch1
002959,0,8,test_epoch1
002960,7,2,test_epoch1
002961,9,1,test_epoch1
002962,4,4,test_epoch1
002963,8,8,test_epoch1
002964,3,0,test_epoch1
002965,0,8,test_epoch1
002966,7,7,test_epoch1
002967,0,0,test_epoch1
002968,7,2,test_epoch1
002969,0,0,test_epoch1
002970,5,2,test_epoch1
002971,5,5,test_epoch1
002972,4,4,test_epoch1
002973,3,8,test_epoch1
002974,0,0,test_epoch1
002975,9,9,test_epoch1
002976,9,4,test_epoch1
002977,0,9,test_epoch1
002978,2,2,test_epoch1
002979,2,2,test_epoch1
002980,0,8,test_epoch1
002981,8,8,test_epoch1
002982,4,4,test_epoch1
002983,4,7,test_epoch1
002984,5,5,test_epoch1
002985,2,2,test_epoch1
002986,2,9,test_epoch1
002987,1,8,test_epoch1
002988,1,7,test_epoch1
002989,5,5,test_epoch1
002990,5,6,test_epoch1
002991,4,2,test_epoch1
002992,3,3,test_epoch1
002993,4,0,test_epoch1
002994,0,0,test_epoch1
002995,8,8,test_epoch1
002996,4,8,test_epoch1
002997,8,8,test_epoch1
002998,2,3,test_epoch1
002999,5,5,test_epoch1
003000,6,6,test_epoch1
003001,5,5,test_epoch1
003002,1,1,test_epoch1
003003,7,7,test_epoch1
003004,2,2,test_epoch1
003005,4,4,test_epoch1
003006,0,2,test_epoch1
003007,5,5,test_epoch1
003008,6,6,test_epoch1
003009,8,8,test_epoch1
003010,7,7,test_epoch1
003011,6,6,test_epoch1
003012,3,3,test_epoch1
003013,1,9,test_epoch1
003014,3,2,test_epoch1
003015,6,2,test_epoch1
